2	34.39	34
2	23.81	28
2	25.07	47
2	21.39	41
2	35.89	25
1	25.31	24
1	35.35	27
1	23.56	31
2	26.68	23
2	27.99	23
1	30.97	23
1	29.87	33
2	27.44	34
1	29.27	29
1	27.61	48
1	26.06	23
2	22.58	30
2	27.61	34
2	21.49	54
1	25.27	23
1	23.49	22
2	29.68	34
2	30.96	28
1	34.65	29
1	35.38	30
1	35.9	23
1	24.74	25
1	34.92	30
2	23.66	22
1	24.27	22
2	28.56	26
2	22.86	26
1	22.36	25
2	25.02	31
2	32.5	32
2	25.64	27
2	34.11	32
2	31.54	26
1	26.72	34
1	22.68	23
2	30.73	22
1	35.06	33
2	25.03	24
2	18.42	25
1	28.37	23
2	19.64	31
1	21.62	22
2	20.53	43
1	21.85	30
1	33.63	28
2	23.84	33
2	20.95	60
2	24.86	37
1	24.13	63
2	27.64	74
1	21.19	23
2	28.03	55
2	21.69	64
2	24.66	37
2	27.18	72
1	30.51	58
2	19.98	41
1	25.65	56
1	31.06	70
1	24.19	35
2	25.76	52
2	25.26	57
2	24.58	57
2	27.32	45
2	29.02	76
2	35.35	64
2	26.37	50
2	18.31	61
2	18.52	50
2	29.32	49
2	24.05	55
2	19.96	64
2	20.25	53
2	18.74	52
1	30.13	54
2	35.56	61
2	35.08	62
2	24.85	75
2	23.17	60
1	26.16	69
1	33.71	67
2	18.16	66
1	25.8	57
1	20.28	85
2	26.84	67
1	32.91	45
2	23.46	45
2	24	58
1	33.76	31
2	20.28	55
2	25.9	51
2	22.05	55
1	30.53	66
2	18.5	78
2	28.79	77
2	24.79	67
2	18.54	49
2	26.98	71
2	20.09	66
2	24.27	45
2	26.34	43
2	31.08	66
1	32.79	47
2	18.26	55
2	19.93	43
2	25.67	64
2	19.11	39
1	18.89	47
2	20.47	71
2	32.56	66
2	22.8	38
1	28.81	44
1	19.41	63
2	25.43	65
2	28.47	84
2	34.59	67
1	29.71	73
1	22.53	60
1	34.25	23
2	18.98	75
2	33.23	46
1	23.25	69
2	27.96	29
2	19.27	59
2	20.8	71
1	23.78	70
1	26.52	48
1	19.69	78
1	21.92	67
2	18.46	52
2	21.34	76
1	23.95	71
2	30.01	49
2	34.97	52
1	35.23	61
1	25.07	73
2	18.58	49
2	25.65	61
2	26.44	53
1	29.97	56
1	28.29	87
1	29.77	59
2	28.04	57
1	28.85	76
2	23.06	44
1	25.79	76
2	33.28	59
1	28.55	34
2	26.73	43
1	25.27	50
2	18.65	79
1	23.96	75
2	32.92	68
2	23.45	58
2	34.92	47
1	22.9	65
2	23.84	78
2	19.04	61
1	27.88	69
1	28.87	55
1	22.94	55
