2	34.39	20
2	23.81	16
2	25.07	26
2	21.39	22
2	35.89	14
1	25.31	12
1	35.35	14
1	23.56	13
2	26.68	12
2	27.99	12
1	30.97	12
1	29.87	21
2	27.44	24
1	29.27	14
1	27.61	31
1	26.06	13
2	22.58	18
2	27.61	16
2	21.49	29
1	25.27	13
1	23.49	12
2	29.68	19
2	30.96	15
1	34.65	16
1	35.38	18
1	35.9	13
1	24.74	14
1	34.92	17
2	23.66	12
1	24.27	12
2	28.56	13
2	22.86	14
1	22.36	13
2	25.02	17
2	32.5	17
2	25.64	13
2	34.11	14
2	31.54	13
1	26.72	17
1	22.68	13
2	30.73	12
1	35.06	19
2	25.03	14
2	18.42	13
1	28.37	12
2	19.64	17
1	21.62	12
2	20.53	20
1	21.85	17
1	33.63	18
2	23.84	14
2	20.95	35
2	24.86	21
1	24.13	34
2	27.64	37
1	21.19	13
2	28.03	28
2	21.69	41
2	24.66	19
2	27.18	38
1	30.51	35
2	19.98	24
1	25.65	30
1	31.06	39
1	24.19	18
2	25.76	30
2	25.26	33
2	24.58	34
2	27.32	24
2	29.02	41
2	35.35	40
2	26.37	28
2	18.31	31
2	18.52	35
2	29.32	25
2	24.05	29
2	19.96	35
2	20.25	28
2	18.74	22
1	30.13	32
2	35.56	37
2	35.08	31
2	24.85	45
2	23.17	33
1	26.16	39
1	33.71	40
2	18.16	37
1	25.8	32
1	20.28	48
2	26.84	37
1	32.91	23
2	23.46	25
2	24	38
1	33.76	15
2	20.28	27
2	25.9	29
2	22.05	29
1	30.53	38
2	18.5	41
2	28.79	40
2	24.79	33
2	18.54	29
2	26.98	36
2	20.09	36
2	24.27	28
2	26.34	26
2	31.08	39
1	32.79	26
2	18.26	29
2	19.93	24
2	25.67	29
2	19.11	20
1	18.89	26
2	20.47	43
2	32.56	35
2	22.8	18
1	28.81	24
1	19.41	39
2	25.43	38
2	28.47	45
2	34.59	38
1	29.71	42
1	22.53	33
1	34.25	13
2	18.98	44
2	33.23	26
1	23.25	40
2	27.96	14
2	19.27	32
2	20.8	40
1	23.78	38
1	26.52	24
1	19.69	45
1	21.92	39
2	18.46	23
2	21.34	42
1	23.95	38
2	30.01	29
2	34.97	30
1	35.23	35
1	25.07	41
2	18.58	22
2	25.65	38
2	26.44	33
1	29.97	26
1	28.29	47
1	29.77	33
2	28.04	30
1	28.85	45
2	23.06	22
1	25.79	42
2	33.28	31
1	28.55	17
2	26.73	23
1	25.27	30
2	18.65	42
1	23.96	43
2	32.92	42
2	23.45	32
2	34.92	26
1	22.9	37
2	23.84	43
2	19.04	36
1	27.88	39
1	28.87	30
1	22.94	36
